level,episode_idx,episode,type,moves,target_score,goal_text,goal_icons,goal_nums,difficulty,difficulty_rank,remarks
1294,87,Butter_Rum_Reef,Ingredients,15,20000,: 4,Gummi Dragon order.png,4,Medium,4,
1295,87,Butter_Rum_Reef,Jelly,24,108000,: 16 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,16|36,Somewhat hard,5,
1296,88,Hoax_Hollow,Ingredients,31,20000,: 2,Gummi Dragon order.png,2,Easy,2,
1297,88,Hoax_Hollow,Jelly,24,126000,: 63,Double jelly-removebg-preview.png,63,Nearly impossible,9,
1298,88,Hoax_Hollow,Jelly,28,146000,: 73,Double jelly-removebg-preview.png,73,Somewhat hard,5,
1299,88,Hoax_Hollow,Order,24,20002,: 17,Yellowcandy order.png,17,Nearly impossible,9,
1300,88,Hoax_Hollow,Ingredients,17,50000,: 5,Gummi Dragon order.png,5,Very hard,7,
1301,88,Hoax_Hollow,Order,25,40000,: 5,Color bomb (trans).png,5,,,
1302,88,Hoax_Hollow,Ingredients,15,50000,: 1,Gummi Dragon order.png,1,Nearly impossible,9,
1303,88,Hoax_Hollow,Jelly,21,28000,: 28,Double jelly-removebg-preview.png,28,Extremely hard,8,
1304,88,Hoax_Hollow,Order,23,20000,: 79 : 24,Multilayered frosting 2024 FTUE order.png|Liquorice Swirl order.png,79|24,Hard,6,
1305,88,Hoax_Hollow,Jelly,34,76000,: 38,Double jelly-removebg-preview.png,38,Extremely hard,8,
1306,88,Hoax_Hollow,Ingredients,32,30000,: 1,Gummi Dragon order.png,1,,,
1307,88,Hoax_Hollow,Jelly,24,118000,: 59,Double jelly-removebg-preview.png,59,Extremely hard,8,
1308,88,Hoax_Hollow,Jelly,30,90000,: 25,Double jelly-removebg-preview.png,25,Very hard,7,
1309,88,Hoax_Hollow,Ingredients,23,40000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
1310,88,Hoax_Hollow,Jelly,20,72000,: 36,Double jelly-removebg-preview.png,36,Very hard,7,
1311,89,Honey_Hut,Jelly,21,62000,: 31,Double jelly-removebg-preview.png,31,Hard,6,
1312,89,Honey_Hut,Ingredients,35,10000,: 3,Gummi Dragon order.png,3,,,
1313,89,Honey_Hut,Jelly,19,10000,: 53,Double jelly-removebg-preview.png,53,Extremely hard,8,
1314,89,Honey_Hut,Jelly,28,50000,: 27,Single jelly-removebg-preview (1).png,27,Medium,4,
1315,89,Honey_Hut,Ingredients,21,40000,: 5,Gummi Dragon order.png,5,Extremely hard,8,
1316,89,Honey_Hut,Ingredients,27,40000,: 1,Gummi Dragon order.png,1,Somewhat easy,3,
1317,89,Honey_Hut,Order,20,50000,: 27,One-layered Toffee Swirl.png,27,Somewhat easy,3,
1318,89,Honey_Hut,Jelly,25,100000,: 9 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,9|45,Medium,4,
1319,89,Honey_Hut,Jelly,29,27000,: 27,Single jelly-removebg-preview (1).png,27,Somewhat easy,3,
1320,89,Honey_Hut,Ingredients,26,60000,: 6,Gummi Dragon order.png,6,Easy,2,
1321,89,Honey_Hut,Order,15,30000,: 15,Striped2 (trans).png,15,Very hard,7,
1322,89,Honey_Hut,Ingredients,30,50000,: 2,Gummi Dragon order.png,2,Very hard,7,
1323,89,Honey_Hut,Ingredients,23,30000,: 3,Gummi Dragon order.png,3,Hard,6,
1324,89,Honey_Hut,Jelly,35,25000,: 25,Double jelly-removebg-preview.png,25,Somewhat hard,5,
1325,89,Honey_Hut,Order,32,10000,: 36 : 36 : 36,Purplecandy order.png|Bluecandy order.png|Greencandy order.png,36|36|36,,,
1326,90,Brulee_Bay,Jelly,25,50000,: 25,Double jelly-removebg-preview.png,25,Somewhat hard,5,is officially introduced
1327,90,Brulee_Bay,Ingredients,28,60000,: 2,Gummi Dragon order.png,2,Medium,4,
1328,90,Brulee_Bay,Jelly,25,90000,: 60,Double jelly-removebg-preview.png,60,Somewhat easy,3,
1329,90,Brulee_Bay,Order,23,200000,: 54,Liquorice Swirl order.png,54,,,
1330,90,Brulee_Bay,Ingredients,16,40000,: 2,Gummi Dragon order.png,2,Hard,6,
1331,90,Brulee_Bay,Order,24,120000,: 8 : 10 : 10,Color bomb (trans).png|Striped2 (trans).png|Wrapped2 (trans).png,8|10|10,Hard,6,
1332,90,Brulee_Bay,Jelly,22,100000,: 63,Double jelly-removebg-preview.png,63,Hard,6,
1333,90,Brulee_Bay,Ingredients,25,40000,: 1,Gummi Dragon order.png,1,Somewhat hard,5,
1334,90,Brulee_Bay,Jelly,22,54000,: 75,Double jelly-removebg-preview.png,75,Extremely hard,8,
1335,90,Brulee_Bay,Jelly,26,100000,: 64,Double jelly-removebg-preview.png,64,Somewhat easy,3,
1336,90,Brulee_Bay,Jelly,25,112000,: 62,Double jelly-removebg-preview.png,62,Easy,2,
1337,90,Brulee_Bay,Jelly,25,30000,: 26,Double jelly-removebg-preview.png,26,Medium,4,
1338,90,Brulee_Bay,Ingredients,26,40000,: 3,Gummi Dragon order.png,3,Very hard,7,
1339,90,Brulee_Bay,Jelly,25,100000,: 65,Double jelly-removebg-preview.png,65,Extremely hard,8,
1340,90,Brulee_Bay,Jelly,25,66000,: 75,Double jelly-removebg-preview.png,75,Extremely hard,8,
1341,91,Candied_Cliffs,Jelly,16,58000,: 27,Double jelly-removebg-preview.png,27,Hard,6,Bombs spawned have only 1 move
1342,91,Candied_Cliffs,Jelly,17,30000,: 35,Double jelly-removebg-preview.png,35,Very hard,7,
1343,91,Candied_Cliffs,Jelly,29,78000,: 6 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|36,Medium,4,
1344,91,Candied_Cliffs,Jelly,30,40000,: 20,Double jelly-removebg-preview.png,20,,,
1345,91,Candied_Cliffs,Order,12,10000,: 13,Yellowcandy order.png,13,Extremely hard,8,
1346,91,Candied_Cliffs,Ingredients,30,20000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
1347,91,Candied_Cliffs,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Very hard,7,
1348,91,Candied_Cliffs,Jelly,30,45000,: 41,Double jelly-removebg-preview.png,41,Hard,6,
1349,91,Candied_Cliffs,Jelly,12,49000,: 25,Double jelly-removebg-preview.png,25,Very hard,7,"Formerly the smallest Reality board, at only 25 tiles"
1350,91,Candied_Cliffs,Jelly,18,66000,: 33,Double jelly-removebg-preview.png,33,Somewhat easy,3,
1351,91,Candied_Cliffs,Jelly,31,50000,: 60,Double jelly-removebg-preview.png,60,Extremely hard,8,
1352,91,Candied_Cliffs,Ingredients,12,10000,: 1,Gummi Dragon order.png,1,Very hard,7,
1353,91,Candied_Cliffs,Order,12,50000,: 15 : 6 : 3,Striped2 (trans).png|Wrapped2 (trans).png|Color bomb (trans).png,15|6|3,Extremely hard,8,One of the smallest boards in the game (5 x 6 rectangle)
1354,91,Candied_Cliffs,Ingredients,35,20000,: 2,Gummi Dragon order.png,2,Medium,4,First level with magic mixers spawning blockers every two moves.
1355,91,Candied_Cliffs,Ingredients,21,40000,: 4,Gummi Dragon order.png,4,Nearly impossible,9,
1356,92,Candy_Keep,Jelly,18,10000,: 1 : 55,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,1|55,Very hard,7,
1357,92,Candy_Keep,Order,30,10000,: 18,Striped2 (trans).png,18,,,
1358,92,Candy_Keep,Ingredients,21,60000,: 6,Gummi Dragon order.png,6,Extremely hard,8,
1359,92,Candy_Keep,Ingredients,18,30000,: 3,Gummi Dragon order.png,3,Medium,4,
1360,92,Candy_Keep,Ingredients,32,60000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
1361,92,Candy_Keep,Jelly,25,66000,: 33,Double jelly-removebg-preview.png,33,Easy,2,
1362,92,Candy_Keep,Ingredients,20,20000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
1363,92,Candy_Keep,Ingredients,30,10000,: 5,Gummi Dragon order.png,5,,,
1364,92,Candy_Keep,Jelly,23,30000,: 59,Double jelly-removebg-preview.png,59,Extremely hard,8,
1365,92,Candy_Keep,Order,24,30000,: 100,Bluecandy order.png,100,Hard,6,
1366,92,Candy_Keep,Ingredients,24,60000,: 6,Gummi Dragon order.png,6,Hard,6,
1367,92,Candy_Keep,Jelly,27,45000,: 12 : 33,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|33,Very hard,7,
1368,92,Candy_Keep,Jelly,27,50000,: 21 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,21|36,,,
1369,92,Candy_Keep,Order,14,25000,: 100,Multilayered frosting 2024 FTUE order.png,100,Very hard,7,
1370,92,Candy_Keep,Jelly,18,100000,: 63,Double jelly-removebg-preview.png,63,Very hard,7,
1371,93,Syrupy_Circus,Order,23,20000,: 2 : 100 : 100,Colourbomb colourbomb (trans).png|Bluecandy order.png|Greencandy order.png,2|100|100,Hard,6,
1372,93,Syrupy_Circus,Jelly,35,91000,: 7 : 42,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,7|42,Very hard,7,
1373,93,Syrupy_Circus,Jelly,11,20000,: 16,Double jelly-removebg-preview.png,16,Extremely hard,8,
1374,93,Syrupy_Circus,Ingredients,32,20000,: 3,Gummi Dragon order.png,3,,,
1375,93,Syrupy_Circus,Order,19,60000,: 90 : 10 : 90,Purplecandy order.png|Wrapped2 (trans).png|Bluecandy order.png,90|10|90,Hard,6,
1376,93,Syrupy_Circus,Jelly,26,82000,: 41,Double jelly-removebg-preview.png,41,Hard,6,
1377,93,Syrupy_Circus,Ingredients,20,20000,: 5,Gummi Dragon order.png,5,Very hard,7,
1378,93,Syrupy_Circus,Jelly,25,28000,: 14,Double jelly-removebg-preview.png,14,Nearly impossible,9,
1379,93,Syrupy_Circus,Ingredients,30,50000,: 4,Gummi Dragon order.png,4,Medium,4,
1380,93,Syrupy_Circus,Order,16,10000,: 66,One-layered Toffee Swirl.png,66,Very hard,7,
1381,93,Syrupy_Circus,Ingredients,19,40000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
1382,93,Syrupy_Circus,Jelly,29,60000,: 23,Double jelly-removebg-preview.png,23,Somewhat hard,5,
1383,93,Syrupy_Circus,Ingredients,17,70000,: 7,Gummi Dragon order.png,7,Extremely hard,8,
1384,93,Syrupy_Circus,Jelly,20,72000,: 36,Double jelly-removebg-preview.png,36,Very hard,7,
1385,93,Syrupy_Circus,Order,20,30000,: 138,Multilayered frosting 2024 FTUE order.png,138,Extremely hard,8,
1386,94,Festive_Forest,Jelly,22,110000,: 55,Double jelly-removebg-preview.png,55,Hard,6,
1387,94,Festive_Forest,Jelly,26,144000,: 72,Double jelly-removebg-preview.png,72,,,
1388,94,Festive_Forest,Ingredients,18,10000,: 1,Gummi Dragon order.png,1,Extremely hard,8,
1389,94,Festive_Forest,Order,33,8500,: 85,Icing order new.png,85,,,
1390,94,Festive_Forest,Jelly,20,50000,: 49,Double jelly-removebg-preview.png,49,Very hard,7,
1391,94,Festive_Forest,Jelly,20,10000,: 29,Double jelly-removebg-preview.png,29,Somewhat hard,5,
1392,94,Festive_Forest,Jelly,25,138000,: 67,Double jelly-removebg-preview.png,67,Nearly impossible,9,
1393,94,Festive_Forest,Ingredients,20,25000,: 9,Gummi Dragon order.png,9,Very hard,7,
1394,94,Festive_Forest,Order,23,50000,: 40,One-layered Toffee Swirl.png,40,Easy,2,"Marked as a sugar drop level, although none can spawn Last Moves level that was released in 2015"
1395,94,Festive_Forest,Jelly,24,60000,: 2 : 20,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|20,Hard,6,
1396,94,Festive_Forest,Ingredients,16,30000,: 1,Gummi Dragon order.png,1,Extremely hard,8,
1397,94,Festive_Forest,Jelly,24,31000,: 31,Double jelly-removebg-preview.png,31,Extremely hard,8,
1398,94,Festive_Forest,Jelly,18,85000,: 3 : 41,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,3|41,Very hard,7,
1399,94,Festive_Forest,Ingredients,17,20000,: 9,Gummi Dragon order.png,9,Very hard,7,
1400,94,Festive_Forest,Ingredients,28,20000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
1401,95,Peppermint_Party,Order,12,50000,: 25 : 15,Color bomb (trans).png|Wrapped2 (trans).png,25|15,Extremely hard,8,
1402,95,Peppermint_Party,Jelly,18,100000,: 50,Double jelly-removebg-preview.png,50,Extremely hard,8,
1403,95,Peppermint_Party,Ingredients,13,30000,: 7,Gummi Dragon order.png,7,Somewhat hard,5,
1404,95,Peppermint_Party,Jelly,17,54000,: 27,Double jelly-removebg-preview.png,27,Very hard,7,
1405,95,Peppermint_Party,Ingredients,15,20000,: 4,Gummi Dragon order.png,4,Hard,6,
1406,95,Peppermint_Party,Order,25,50000,: 35,Wrapped2 (trans).png,35,Easy,2,
1407,95,Peppermint_Party,Jelly,32,78000,: 39,Double jelly-removebg-preview.png,39,Hard,6,
1408,95,Peppermint_Party,Ingredients,28,40000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
1409,95,Peppermint_Party,Jelly,26,60000,: 56,Double jelly-removebg-preview.png,56,Somewhat easy,3,
1410,95,Peppermint_Party,Ingredients,30,30000,: 3,Gummi Dragon order.png,3,Very hard,7,
1411,95,Peppermint_Party,Jelly,28,150000,: 52 : 24,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,52|24,,,
1412,95,Peppermint_Party,Order,30,30000,: 12,Yellowcandy order.png,12,Very hard,7,
1413,95,Peppermint_Party,Ingredients,30,20000,: 1,Gummi Dragon order.png,1,Somewhat easy,3,Hardest level in the game to earn three stars
1414,95,Peppermint_Party,Jelly,35,82000,: 42,Double jelly-removebg-preview.png,42,Medium,4,
1415,95,Peppermint_Party,Order,30,10000,: 30,Striped2 (trans).png,30,Somewhat easy,3,
1416,96,Mount_Chocolympus,Jelly,24,50000,: 62,Double jelly-removebg-preview.png,62,Somewhat easy,3,
1417,96,Mount_Chocolympus,Jelly,23,72000,: 36,Double jelly-removebg-preview.png,36,Somewhat easy,3,
1418,96,Mount_Chocolympus,Ingredients,27,30000,: 7,Gummi Dragon order.png,7,Hard,6,
1419,96,Mount_Chocolympus,Jelly,13,148000,: 76,Double jelly-removebg-preview.png,76,Hard,6,
1420,96,Mount_Chocolympus,Order,12,50000,: 100 : 100 : 20,Greencandy order.png|Bluecandy order.png|Wrapped2 (trans).png,100|100|20,Very hard,7,Last Candy Order level that was released in 2015
1421,96,Mount_Chocolympus,Jelly,29,185000,: 2 : 39,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|39,Easy,2,
1422,96,Mount_Chocolympus,Jelly,23,48000,: 24,Double jelly-removebg-preview.png,24,Hard,6,
1423,96,Mount_Chocolympus,Jelly,30,92000,: 48,Double jelly-removebg-preview.png,48,Somewhat hard,5,
1424,96,Mount_Chocolympus,Jelly,20,20000,: 73 : 1,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,73|1,,,
1425,96,Mount_Chocolympus,Jelly,25,100000,: 73,Double jelly-removebg-preview.png,73,Easy,2,
1426,96,Mount_Chocolympus,Jelly,23,45000,: 70,Double jelly-removebg-preview.png,70,Somewhat hard,5,
1427,96,Mount_Chocolympus,Jelly,24,10000,: 13,Double jelly-removebg-preview.png,13,Somewhat easy,3,
1428,96,Mount_Chocolympus,Jelly,15,32000,: 16,Double jelly-removebg-preview.png,16,Easy,2,Last Jelly level that was released in 2015
1429,96,Mount_Chocolympus,Ingredients,29,40000,: 3,Gummi Dragon order.png,3,Medium,4,
1430,96,Mount_Chocolympus,Ingredients,16,20000,: 2,Gummi Dragon order.png,2,Somewhat easy,3,Last Ingredients level and Last level overall that was released in 2015
1431,97,Flavor_Field,Ingredients,19,50000,: 10,Gummi Dragon order.png,10,Somewhat easy,3,First Reality level that was released in 2016
1432,97,Flavor_Field,Jelly,10,20000,: 8 : 41,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|41,,,
1433,97,Flavor_Field,Ingredients,20,20000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
1434,97,Flavor_Field,Jelly,17,32000,: 8 : 15,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|15,Very hard,7,
1435,97,Flavor_Field,Order,23,12000,: 1,Colourbomb colourbomb (trans).png,1,Extremely hard,8,
1436,97,Flavor_Field,Jelly,25,118000,: 59,Double jelly-removebg-preview.png,59,Somewhat easy,3,
1437,97,Flavor_Field,Order,24,50000,: 28,One-layered Toffee Swirl.png,28,Very hard,7,
1438,97,Flavor_Field,Jelly,35,63000,: 81,Double jelly-removebg-preview.png,81,Somewhat easy,3,
1439,97,Flavor_Field,Order,13,20000,: 3,Yellowcandy order.png,3,Easy,2,
1440,97,Flavor_Field,Jelly,29,128000,: 65,Double jelly-removebg-preview.png,65,Medium,4,
1441,97,Flavor_Field,Ingredients,9,40000,: 4,Gummi Dragon order.png,4,Medium,4,
1442,97,Flavor_Field,Ingredients,28,20000,: 2,Gummi Dragon order.png,2,,,
1443,97,Flavor_Field,Ingredients,13,20000,: 2,Gummi Dragon order.png,2,Extremely hard,8,
1444,97,Flavor_Field,Jelly,30,100000,: 32 : 38,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,32|38,Easy,2,
1445,97,Flavor_Field,Jelly,28,36000,: 64,Double jelly-removebg-preview.png,64,Very hard,7,
1446,98,Divine_Diner,Ingredients,34,60000,: 6,Cherry order.png,6,Very hard,7,
1447,98,Divine_Diner,Order,29,20000,: 18 : 11 : 11,Icing order new.png|Chocolate order.png|Liquorice Swirl order.png,18|11|11,Somewhat easy,3,First level that requires blockers to fulfill the order
1448,98,Divine_Diner,Jelly,31,100000,: 40,Double jelly-removebg-preview.png,40,Medium,4,"Formerly a level with a special magic mixer, which also spawns crystal candies and rainbow twists."
1449,98,Divine_Diner,Ingredients,31,80000,: 8,Cherry order.png,8,Very hard,7,
1450,98,Divine_Diner,Order,29,10000,: 16,Chocolate order.png,16,Hard,6,
1451,98,Divine_Diner,Jelly,33,32000,: 2 : 16,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|16,Hard,6,
1452,98,Divine_Diner,Jelly,20,90000,: 36,Double jelly-removebg-preview.png,36,Hard,6,
1453,98,Divine_Diner,Ingredients,27,80000,: 8,Cherry order.png,8,Medium,4,
1454,98,Divine_Diner,Order,31,50000,: 1 : 8 : 26,Licoriceshell1.png|Chocolate order.png|Icing order new.png,1|8|26,Somewhat hard,5,
1455,98,Divine_Diner,Jelly,31,39000,: 9 : 15,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,9|15,,,
1456,98,Divine_Diner,Ingredients,32,40000,: 2,Cherry order.png,2,Easy,2,
1457,98,Divine_Diner,Order,40,20000,: 30 : 20 : 10,Icing order new.png|Chocolate order.png|Liquorice Swirl order.png,30|20|10,,,
1458,98,Divine_Diner,Jelly,18,120000,: 8 : 26,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|26,Extremely hard,8,
1459,98,Divine_Diner,Ingredients,21,50000,: 2,Cherry order.png,2,Hard,6,
1460,98,Divine_Diner,Order,26,50000,: 14 : 31 : 46,Chocolate order.png|Liquorice Swirl order.png|Icing order new.png,14|31|46,Extremely hard,8,
1461,99,Dessert_Desert,Jelly,16,50000,: 52,Double jelly-removebg-preview.png,52,Very hard,7,
1462,99,Dessert_Desert,Jelly,28,100000,: 64,Double jelly-removebg-preview.png,64,Extremely hard,8,
1463,99,Dessert_Desert,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,,,
1464,99,Dessert_Desert,Order,26,150000,: 39 : 3,Liquorice Swirl order.png|Licoriceshell1.png,39|3,Medium,4,
1465,99,Dessert_Desert,Ingredients,15,50000,: 5,Gummi Dragon order.png,5,Very hard,7,
1466,99,Dessert_Desert,Order,26,25000,: 95,Icing order new.png,95,Hard,6,
1467,99,Dessert_Desert,Jelly,20,100000,: 57,Double jelly-removebg-preview.png,57,Extremely hard,8,
1468,99,Dessert_Desert,Ingredients,12,40000,: 4,Gummi Dragon order.png,4,Very hard,7,
1469,99,Dessert_Desert,Jelly,15,10000,: 6 : 28,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|28,Extremely hard,8,
1470,99,Dessert_Desert,Ingredients,27,10000,: 3,Gummi Dragon order.png,3,Hard,6,
1471,99,Dessert_Desert,Order,23,20000,: 25 : 85,Liquorice Swirl order.png|Icing order new.png,25|85,Very hard,7,
1472,99,Dessert_Desert,Order,20,30000,: 1 : 76 : 28,Licoriceshell1.png|One-layered Toffee Swirl.png|Bubblegum Pop order.png,1|76|28,Extremely hard,8,
1473,99,Dessert_Desert,Jelly,30,100000,: 11 : 50,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,11|50,Very hard,7,
1474,99,Dessert_Desert,Ingredients,22,30000,: 5,Gummi Dragon order.png,5,Extremely hard,8,
1475,99,Dessert_Desert,Order,25,30000,: 8 : 12 : 28,Wrapped2 (trans).png|Chocolate order.png|Liquorice Swirl order.png,8|12|28,Somewhat hard,5,
1476,100,Delicious_Dynasty,Order,29,30000,: 100 : 100 : 100,Purplecandy order.png|Greencandy order.png|Bluecandy order.png,100|100|100,Variable,,
1477,100,Delicious_Dynasty,Order,30,20000,: 45 : 34,Liquorice Swirl order.png|Icing order new.png,45|34,Very hard,7,
1478,100,Delicious_Dynasty,Jelly,37,62000,: 24,Double jelly-removebg-preview.png,24,Very hard,7,
1479,100,Delicious_Dynasty,Jelly,21,110000,: 77,Double jelly-removebg-preview.png,77,Hard,6,
1480,100,Delicious_Dynasty,Order,21,50000,: 75,Icing order new.png,75,Extremely hard,8,
1481,100,Delicious_Dynasty,Jelly,22,46000,: 23,Double jelly-removebg-preview.png,23,Hard,6,
1482,100,Delicious_Dynasty,Jelly,27,162000,: 81,Double jelly-removebg-preview.png,81,Hard,6,
1483,100,Delicious_Dynasty,Order,20,125000,: 7 : 7 : 7,Color bomb (trans).png|Striped2 (trans).png|Wrapped2 (trans).png,7|7|7,Very hard,7,
1484,100,Delicious_Dynasty,Ingredients,13,30000,: 3,Gummi Dragon order.png,3,Extremely hard,8,
1485,100,Delicious_Dynasty,Jelly,35,72000,: 3 : 44,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,3|44,Very hard,7,
1486,100,Delicious_Dynasty,Jelly,25,64000,: 7 : 16,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,7|16,,,
1487,100,Delicious_Dynasty,Ingredients,24,20000,: 2,Gummi Dragon order.png,2,Nearly impossible,9,
1488,100,Delicious_Dynasty,Jelly,15,100000,: 40 : 26,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,40|26,Nearly impossible,9,
1489,100,Delicious_Dynasty,Jelly,25,26000,: 73,Double jelly-removebg-preview.png,73,Extremely hard,8,
1490,100,Delicious_Dynasty,Order,30,40000,: 15 : 25 : 35,Chocolate order.png|Icing order new.png|Liquorice Swirl order.png,15|25|35,Extremely hard,8,
1491,101,Precious_Pond,Order,35,40000,: 2 : 55 : 15,Color bomb (trans).png|Multilayered frosting 2024 FTUE order.png|Striped2 (trans).png,2|55|15,,,
1492,101,Precious_Pond,Ingredients,32,10000,: 2,Gummi Dragon order.png,2,Somewhat easy,3,
1493,101,Precious_Pond,Jelly,15,78000,: 66,Double jelly-removebg-preview.png,66,Extremely hard,8,
1494,101,Precious_Pond,Ingredients,15,20000,: 2,Gummi Dragon order.png,2,Variable,,
1495,101,Precious_Pond,Jelly,35,37000,: 74,Single jelly-removebg-preview (1).png,74,,,
1496,101,Precious_Pond,Ingredients,23,10000,: 1,Gummi Dragon order.png,1,Hard,6,
1497,101,Precious_Pond,Jelly,23,10000,: 81,Double jelly-removebg-preview.png,81,Extremely hard,8,
1498,101,Precious_Pond,Ingredients,23,20000,: 2,Gummi Dragon order.png,2,Hard,6,
1499,101,Precious_Pond,Order,25,75000,: 7 : 50 : 7,Licoriceshell1.png|Striped2 (trans).png|Color bomb (trans).png,7|50|7,Very hard,7,
1500,101,Precious_Pond,Jelly,15,50000,: 53,Double jelly-removebg-preview.png,53,Nearly impossible,9,
1501,101,Precious_Pond,Jelly,20,105000,: 72,Double jelly-removebg-preview.png,72,Hard,6,
1502,101,Precious_Pond,Order,20,15000,: 35,Dark Chocolate order.png,35,Somewhat easy,3,
1503,101,Precious_Pond,Ingredients,11,20000,: 9,Gummi Dragon order.png,9,Nearly impossible,9,
1504,101,Precious_Pond,Jelly,19,62000,: 31,Double jelly-removebg-preview.png,31,Extremely hard,8,
1505,101,Precious_Pond,Ingredients,24,20000,: 2,Gummi Dragon order.png,2,Very hard,7,
